contacts,https://github.com/android/platform_packages_apps_contacts.git,https://github.com/LineageOS/android_packages_apps_Contacts.git
settings,https://github.com/android/platform_packages_apps_settings.git,https://github.com/LineageOS/android_packages_apps_Settings.git
