4115,4418,4797
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
3167,0,1,0,3,0,0,8,0,1,179,44,3403
2,0,0,0,0,0,0,0,0,0,0,0,2
17,0,0,0,0,0,0,0,0,0,1,0,18
2,0,0,0,0,0,0,0,0,0,1,0,3
25,0,0,0,1,0,0,0,0,0,3,0,29
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,2
24,0,0,0,0,0,0,2(1),0,0,0,0,26
6,0,0,0,0,0,0,1,0,0,0,0,7
0,0,0,0,0,0,0,1,0,0,0,0,1
381,0,2,0,1,0,0,1,0,0,73(3),4,462
137,0,0,0,0,0,0,0,0,0,19,2,158
New methods in new AOSP,New methods in proprietary,New methods in both
473,732,3(4)
