1360,1462,1462
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
977,0,1,0,0,0,0,2,0,0,35,4,1019
0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,1,0,3
1,0,0,0,0,0,0,1,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,2
154,0,0,0,0,0,0,0,0,0,16,1,171
146,0,0,0,0,0,0,0,0,0,7,1,154
New methods in new AOSP,New methods in proprietary,New methods in both
256,124,0(0)
