968,1387,1741
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
575,2,0,0,2,0,0,11,0,0,51,5,646
2,0,0,0,0,0,0,0,0,0,0,0,2
6,0,0,0,1,0,0,0,0,0,2,0,9
2,0,0,0,0,0,0,0,0,0,0,0,2
4,0,0,0,0,0,0,0,0,0,2,1,7
3,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,3,0,0,1,0,9
4,0,0,0,0,0,0,3,0,0,2,0,9
1,0,0,0,0,0,0,2,1,0,0,0,4
144,3,0,0,3,0,0,7,0,0,58,2,217
46,0,0,0,0,0,0,5,0,0,6,3,60
New methods in new AOSP,New methods in proprietary,New methods in both
481,786,0(0)
