5319,6487,6794
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
3296,3,0,0,3,0,0,4,0,2,118,32,3458
7,0,0,0,0,0,0,0,0,0,0,0,7
21,0,0,0,0,0,0,0,0,0,1,0,22
2,0,0,0,0,0,0,0,0,0,0,0,2
16,0,0,0,0,0,0,0,0,0,8,0,24
3,0,0,0,0,0,0,0,0,0,0,0,3
1,0,0,0,0,0,0,0,0,0,0,0,1
29,0,0,0,0,0,0,1,0,0,5,0,35
29,0,0,0,0,0,0,0,0,0,8,0,37
7,0,0,0,0,0,0,1,0,0,0,0,8
786,0,0,0,0,0,0,1,0,0,120(1),7,914
662,0,2,0,0,0,0,0,0,1,38,104,807
New methods in new AOSP,New methods in proprietary,New methods in both
1986,1626,11(23)
