3437,4394,3437
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
2898,0,0,0,0,0,0,0,0,0,0,0,2898
65,0,0,0,0,0,0,0,0,0,0,0,65
17,0,0,0,0,0,0,0,0,0,0,0,17
3,0,0,0,0,0,0,0,0,0,0,0,3
21,0,0,0,0,0,0,0,0,0,0,0,21
1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,0,0,0,0,0,0,0,3
308,0,0,0,0,0,0,0,0,0,0,0,308
117,0,0,0,0,0,0,0,0,0,0,0,117
New methods in new AOSP,New methods in proprietary,New methods in both
1114,7,0(6)
