7649,9468,8102
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
4703,0,0,0,1,0,0,1,0,0,70,5,4780
12,0,0,0,0,0,0,0,0,0,1,0,13
53,0,0,0,0,0,0,0,0,0,1,0,54
3,0,0,0,0,0,0,0,0,0,0,0,3
34,0,0,0,0,0,0,0,0,0,4,0,38
1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,11
7,0,0,0,0,0,0,0,0,0,0,0,7
22,0,0,0,0,0,0,0,0,0,2,0,24
929,0,0,0,3,0,0,0,0,0,73(9),1,1006
1610,0,1,0,4,0,0,2,1,0,81,4,1703
New methods in new AOSP,New methods in proprietary,New methods in both
3527,463,9(17)
