6778,8991,7087
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
4417,0,0,0,3,0,0,3,0,1,116,14,4554
9,0,0,0,0,0,0,0,0,0,1,0,10
17,0,0,0,0,0,0,0,0,0,4,0,21
4,0,0,0,0,0,0,0,0,0,0,0,4
24,0,0,0,0,0,0,0,0,0,8,0,32
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1
11,0,0,0,0,0,0,0,0,0,1,0,12
4,0,0,0,0,0,0,0,0,0,1,0,5
1,0,0,0,0,0,0,0,0,0,0,0,1
750,0,0,0,0,0,0,0,0,0,69(3),3,822
1242,0,2,1,0,0,0,0,0,0,57,11,1313
New methods in new AOSP,New methods in proprietary,New methods in both
3538,348,0(5)
