2403,2932,2566
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
716,0,0,0,0,0,0,2,0,0,19,2,739
2,0,0,0,0,0,0,0,0,0,0,0,2
15,0,0,0,0,0,0,0,0,0,2,0,17
1,0,1,0,0,0,0,0,0,0,1,0,3
4,0,0,0,0,0,0,0,0,0,4,1,9
6,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,2,0,2
11,0,0,0,0,0,0,0,0,0,0,0,11
29,0,0,0,0,0,0,0,0,0,1,0,30
2,0,0,0,0,0,0,0,0,0,2,0,4
128,0,0,0,0,0,0,1,0,0,64,2,195
1271,0,0,1,0,1,0,7,2,0,100,3,1385
New methods in new AOSP,New methods in proprietary,New methods in both
1921,175,7(0)
