4420,5107,5298
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
2481,0,5,0,2,0,0,5,2,1,152,44,2692
6,0,0,0,0,0,0,0,0,0,0,0,6
29,0,1,0,0,0,0,0,0,0,6,0,36
5,0,0,0,0,0,0,0,0,0,0,1,6
35,0,0,0,0,0,0,0,0,0,7,0,42
6,0,0,0,1,0,0,2,0,0,0,0,9
6,0,0,0,0,0,0,0,0,0,0,0,6
38,0,0,0,0,0,0,1,0,0,5,1,45
3,0,0,0,0,0,0,0,0,0,1,0,4
10,0,0,0,0,0,0,0,0,0(1),0,1,11
499,0,1,0,3,0,0,4,0,0,140(1),14,661
771,0,1,0,2,0,0,5,1,0,101,19,900
New methods in new AOSP,New methods in proprietary,New methods in both
1590,958,1(0)
