2758,2793,2921
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
2386,0,1,0,3,0,0,1,1,1,71,5,2469
0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,1,0,0,0,0,0,0,0,6
1,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,2,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1,0,0,0,0,7
0,0,0,0,0,0,0,0,0(1),0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,2
113,0,0,0,2,0,0,1,0,0,47(16),0,163
53,2,0,0,7,0,0,0,2,0,5,18,87
New methods in new AOSP,New methods in proprietary,New methods in both
122,186,3(4)
