1465,1346,2082
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
765,0,1,0,1,0,0,0,1,1,51,7,827
0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1,0,0,1,0,7
1,0,0,0,0,0,0,0,0,0,1,0,2
2,0,0,0,0,0,0,0,0,0,2,0,4
1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,1,6
0,0,0,0,0,0,0,0,0,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,3
152,0,0,0,2,0,0,0,0,0,49,2,205
393,0,0,0,0,0,0,1,0,0,15,0,409
New methods in new AOSP,New methods in proprietary,New methods in both
291,627,0(0)
