3047,3506,3534
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
2496,0,5,0,7,0,1,20,0,0,198,6,2733
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,3,0,5
0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,1,0,4
23,0,0,0,0,0,0,0,0,0,1,0,24
0,0,0,0,0,0,0,0,0,1,1,0,2
79,0,0,0,1,0,1,4,0,0,71(13),2,158
88,0,0,0,0,0,0,1,0,0,16,0,105
New methods in new AOSP,New methods in proprietary,New methods in both
568,501,9(25)
