845,1283,1016
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
440,0,1,0,0,0,0,0,0,1,9,1,452
1,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,0,0,0,2,0,9
1,0,0,0,0,0,0,0,0,0,1,0,2
8,0,0,0,3,0,0,1,0,0,1,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,4
5,0,0,0,0,0,1,1,0,0,1,0,8
0,0,0,0,0,0,0,1,0,0,0,0,1
202,0,0,0,0,0,0,0,0,0,27(1),1,230
101,0,0,0,2,0,0,2,0,0,15,4,124
New methods in new AOSP,New methods in proprietary,New methods in both
566,177,5(6)
