4647,5319,6454
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
2829,3,1,1,1,2,0,3,5,3,138,71,3057
2,0,0,0,0,0,0,0,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,1,3
9,0,0,0,1,0,0,2,0,0,9,0,21
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,0,2
6,0,0,0,1,0,0,0,0,0,3,0,10
12,0,1,0,0,0,0,4,0,0,1,1,19
2,0,0,0,0,0,0,0,0,0,2,1,5
364,0,0,0,4,0,0,3,0,0,128(1),17,516
917,0,0,0,3,0,0,1,0,0,81,6,1008
New methods in new AOSP,New methods in proprietary,New methods in both
1688,1915,4(7)
