1977,2689,1977
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
1000,0,0,0,0,0,0,0,0,0,0,0,1000
14,0,0,0,0,0,0,0,0,0,0,0,14
24,0,0,0,0,0,0,0,0,0,0,0,24
2,0,0,0,0,0,0,0,0,0,0,0,2
14,0,0,0,0,0,0,0,0,0,0,0,14
16,0,0,0,0,0,0,0,0,0,0,0,16
4,0,0,0,0,0,0,0,0,0,0,0,4
33,0,0,0,0,0,0,0,0,0,0,0,33
28,0,0,0,0,0,0,0,0,0,0,0,28
42,0,0,0,0,0,0,0,0,0,0,0,42
540,0,0,0,0,0,0,0,0,0,0,0,540
259,0,0,0,0,0,0,0,0,0,1,0,260
New methods in new AOSP,New methods in proprietary,New methods in both
975,3,0(2)
