3726,4458,5306
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
2442,0,0,0,2,0,0,3,0,3,101,23,2574
3,0,0,0,0,0,0,0,0,0,1,0,4
17,0,1,0,0,0,0,0,0,0,2,0,20
8,0,0,0,0,0,0,0,0,0,0,0,8
21,0,0,0,0,0,0,0,0,0,5,0,26
2,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,2
14,0,0,0,0,0,0,3,0,0,0,0,17
14,0,0,0,0,0,0,0,0,0,2,1,17
9,0,0,0,0,0,0,0,0,0,0,0,9
465,0,0,0,4,0,0,4,1,1,112(11),4,591
408,0,2,0,1,0,0,1,0,0,30,3,445
New methods in new AOSP,New methods in proprietary,New methods in both
1185,1618,2(4)
