1107,968,1631
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
486,0,0,0,0,0,0,4,0,0,27,2,519
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,0,1,0,7
2,0,0,0,0,0,0,0,0,0,1,0,3
1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,8
4,0,0,0,0,0,0,0,0,0,1,0,5
1,0,0,0,0,0,0,1,0,0,0,0,2
112,0,0,0,1,0,0,0,0,0,32(1),5,150
369,0,1,0,1,0,0,2,0,0,16,21,410
New methods in new AOSP,New methods in proprietary,New methods in both
273,552,0(1)
