2473,2503,2764
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
1674,0,6,3,5,1,0,8,15,6,440,201,2359
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0(1),0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,2,1,16,1,23
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,3,2,14(1),2,67
6,0,0,0,0,0,0,0,0,0,6,7,19
New methods in new AOSP,New methods in proprietary,New methods in both
69,504,1(0)
