5109,7558,6214
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
2995,0,0,0,5,0,0,6,2,1,144,17,3170
4,0,2,0,0,0,0,0,0,0,0,0,6
49,0,0,0,0,0,0,0,0,0,2,0,51
7,0,0,0,0,0,0,0,0,0,0,0,7
38,0,0,0,1,0,0,0,0,0,11,0,50
4,0,0,0,0,0,0,0,0,0,0,0,4
2,0,0,0,0,0,0,0,0,0,0,0,2
18,0,0,0,0,0,0,0,0,0,1,3,22
19,0,0,0,0,0,0,0,0,0,2,0,21
6,0,0,0,0,0,0,0,0,0,1,0,7
769,0,0,0,3,0,0,4,0,1,163(5),7,947
728,2,2,0,3,0,0,0,0,0,53,29,817
New methods in new AOSP,New methods in proprietary,New methods in both
3273,1162,6(3)
