936,1107,1454
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
497,0,0,0,0,0,0,1,2,0,28,19,547
0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,7
1,0,0,0,0,0,0,0,0,0,1,0,2
2,0,0,0,0,0,0,1,0,0,0,0,3
2,0,0,0,0,0,0,2,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1,0,0,1,1,7
4,0,0,0,2,0,0,2,0,0,1,1,10
2,0,0,0,0,0,0,0,0,0,0,0,2
104,0,0,0,2,0,0,1,1,0,36,1,145
189,0,0,0,0,0,0,1,1,0,6,12,209
New methods in new AOSP,New methods in proprietary,New methods in both
381,552,0(1)
